university_year,total_score
The Royal Veterinary and Agricultural University 2005,
The Royal Veterinary and Agricultural University 2006,
The University of Adelaide 2005,
The University of Adelaide 2006,
The University of Adelaide 2007,
The University of Adelaide 2008,
The University of Adelaide 2009,
The University of Adelaide 2010,
The University of Adelaide 2011,
The University of Adelaide 2012,
The University of Adelaide 2014,
The University of Adelaide 2015,
The University of Akron 2005,
The University of Akron 2006,
The University of Akron 2007,
The University of Akron 2008,
The University of Alabama at Birmingham 2005,
The University of Alabama at Birmingham 2006,
The University of Alabama at Birmingham 2007,
The University of Alabama at Birmingham 2008,
The University of Alabama at Birmingham 2009,
The University of Alabama at Birmingham 2010,
The University of Alabama at Birmingham 2011,
The University of Alabama at Birmingham 2012,
The University of Alabama at Birmingham 2014,
The University of Auckland 2005,
The University of Auckland 2006,
The University of Auckland 2007,
The University of Auckland 2008,
The University of Auckland 2009,
The University of Auckland 2010,
The University of Auckland 2011,
The University of Auckland 2012,
The University of Auckland 2014,
The University of Auckland 2015,
The University of Calgary 2005,
The University of Calgary 2006,
The University of Calgary 2007,
The University of Calgary 2008,
The University of Calgary 2009,
The University of Calgary 2010,
The University of Calgary 2011,
The University of Calgary 2012,
The University of Calgary 2014,
The University of Calgary 2015,
The University of Connecticut - Storrs 2005,
The University of Connecticut - Storrs 2006,
The University of Connecticut - Storrs 2007,
The University of Connecticut - Storrs 2008,
The University of Connecticut - Storrs 2009,
The University of Connecticut - Storrs 2010,
The University of Connecticut - Storrs 2011,
The University of Connecticut - Storrs 2012,
The University of Connecticut Health Center 2005,
The University of Connecticut Health Center 2006,
The University of Connecticut Health Center 2007,
The University of Connecticut Health Center 2008,
The University of Connecticut Health Center 2009,
The University of Connecticut Health Center 2010,
The University of Connecticut Health Center 2011,
The University of Dundee 2005,
The University of Dundee 2006,
The University of Dundee 2007,
The University of Dundee 2008,
The University of Dundee 2009,
The University of Dundee 2010,
The University of Dundee 2011,
The University of Dundee 2014,
The University of Dundee 2015,
The University of Georgia 2005,
The University of Georgia 2006,
The University of Georgia 2007,
The University of Georgia 2008,
The University of Georgia 2009,
The University of Georgia 2010,
The University of Georgia 2011,
The University of Georgia 2012,
The University of Georgia 2014,
The University of Georgia 2015,
The University of Glasgow 2005,
The University of Glasgow 2006,
The University of Glasgow 2007,
The University of Glasgow 2008,
The University of Glasgow 2009,
The University of Glasgow 2010,
The University of Glasgow 2011,
The University of Glasgow 2012,
The University of Glasgow 2014,
The University of Glasgow 2015,
The University of Hong Kong 2005,
The University of Hong Kong 2006,
The University of Hong Kong 2007,
The University of Hong Kong 2008,
The University of Hong Kong 2009,
The University of Hong Kong 2010,
The University of Hong Kong 2011,
The University of Hong Kong 2012,
The University of Hong Kong 2014,
The University of Hong Kong 2015,
The University of Memphis 2005,
The University of Memphis 2006,
The University of Memphis 2007,
The University of Montana - Missoula 2005,
The University of Montana - Missoula 2006,
The University of Montana - Missoula 2007,
The University of Montana - Missoula 2008,
The University of Montana - Missoula 2009,
The University of Montana - Missoula 2010,
The University of Montana - Missoula 2011,
The University of Montana - Missoula 2014,
The University of New Mexico - Albuquerque 2005,
The University of New Mexico - Albuquerque 2006,
The University of New Mexico - Albuquerque 2007,
The University of New Mexico - Albuquerque 2008,
The University of New Mexico - Albuquerque 2009,
The University of New Mexico - Albuquerque 2010,
The University of New Mexico - Albuquerque 2011,
The University of New Mexico - Albuquerque 2012,
The University of New Mexico - Albuquerque 2014,
The University of New Mexico - Albuquerque 2015,
The University of New South Wales 2014,
The University of New South Wales 2015,
"The University of Newcastle, Australia 2015",
The University of Queensland 2005,
The University of Queensland 2006,
The University of Queensland 2007,
The University of Queensland 2008,
The University of Queensland 2009,
The University of Queensland 2010,
The University of Reading 2005,
The University of Reading 2006,
The University of Reading 2007,
The University of Reading 2008,
The University of Reading 2009,
The University of Reading 2010,
The University of Reading 2011,
The University of Reading 2012,
The University of Reading 2014,
The University of Reading 2015,
The University of Sheffield 2012,
The University of Sheffield 2014,
The University of Sheffield 2015,
The University of Texas Health Science Center at Houston 2005,
The University of Texas Health Science Center at Houston 2006,
The University of Texas Health Science Center at Houston 2007,
The University of Texas Health Science Center at Houston 2008,
The University of Texas Health Science Center at Houston 2009,
The University of Texas Health Science Center at Houston 2010,
The University of Texas Health Science Center at Houston 2011,
The University of Texas Health Science Center at Houston 2012,
The University of Texas Health Science Center at Houston 2014,
The University of Texas Health Science Center at Houston 2015,
The University of Texas Health Science Center at San Antonio 2005,
The University of Texas Health Science Center at San Antonio 2006,
The University of Texas Health Science Center at San Antonio 2007,
The University of Texas Health Science Center at San Antonio 2008,
The University of Texas Health Science Center at San Antonio 2009,
The University of Texas Health Science Center at San Antonio 2010,
The University of Texas Health Science Center at San Antonio 2011,
The University of Texas Health Science Center at San Antonio 2014,
The University of Texas Health Science Center at San Antonio 2015,
The University of Texas M. D. Anderson Cancer Center 2005,
The University of Texas M. D. Anderson Cancer Center 2006,
The University of Texas M. D. Anderson Cancer Center 2007,
The University of Texas M. D. Anderson Cancer Center 2008,
The University of Texas M. D. Anderson Cancer Center 2009,
The University of Texas M. D. Anderson Cancer Center 2010,
The University of Texas M. D. Anderson Cancer Center 2011,
The University of Texas M. D. Anderson Cancer Center 2012,
The University of Texas M. D. Anderson Cancer Center 2014,
The University of Texas M. D. Anderson Cancer Center 2015,
The University of Texas Medical Branch at Galveston 2005,
The University of Texas Medical Branch at Galveston 2006,
The University of Texas Medical Branch at Galveston 2007,
The University of Texas Medical Branch at Galveston 2008,
The University of Texas Medical Branch at Galveston 2009,
The University of Texas Medical Branch at Galveston 2010,
The University of Texas Medical Branch at Galveston 2011,
The University of Texas Medical Branch at Galveston 2014,
The University of Texas Medical Branch at Galveston 2015,
The University of Texas at Dallas 2005,
The University of Texas at Dallas 2006,
The University of Texas at Dallas 2007,
The University of Texas at Dallas 2008,
The University of Texas at Dallas 2009,
The University of Texas at Dallas 2010,
The University of Texas at Dallas 2011,
The University of Texas at Dallas 2014,
The University of Texas at Dallas 2015,
The University of Texas at San Antonio 2010,
The University of Texas at San Antonio 2011,
The University of Tokushima 2005,
The University of Tokushima 2006,
The University of Tokushima 2007,
The University of Tokushima 2008,
The University of Tokushima 2009,
The University of Tokushima 2010,
The University of Tokushima 2011,
The University of Tokushima 2015,
The University of Western Australia 2005,
The University of Western Australia 2006,
The University of Western Australia 2007,
The University of Western Australia 2008,
The University of Western Australia 2009,
The University of Western Australia 2010,
The University of Western Australia 2011,
Thomas Jefferson University 2005,
Thomas Jefferson University 2006,
Thomas Jefferson University 2007,
Thomas Jefferson University 2008,
Thomas Jefferson University 2009,
Thomas Jefferson University 2010,
Thomas Jefferson University 2011,
Thomas Jefferson University 2012,
Thomas Jefferson University 2014,
Thomas Jefferson University 2015,
Tianjin University 2007,
Tianjin University 2008,
Tianjin University 2009,
Tianjin University 2010,
Tianjin University 2014,
Tianjin University 2015,
Tilburg University 2011,
Tilburg University 2014,
Tohoku University 2012,
Tohoku University 2014,
Tohoku University 2015,
Tokyo Institute of Technology 2008,
Tokyo Institute of Technology 2009,
Tokyo Institute of Technology 2010,
Tokyo Institute of Technology 2011,
Tokyo Institute of Technology 2012,
Tokyo Institute of Technology 2014,
Tokyo Institute of Technology 2015,
Tokyo Medical and Dental University 2005,
Tokyo Medical and Dental University 2006,
Tokyo Medical and Dental University 2007,
Tokyo Medical and Dental University 2008,
Tokyo Medical and Dental University 2009,
Tokyo Medical and Dental University 2010,
Tokyo Medical and Dental University 2011,
Tokyo Medical and Dental University 2014,
Tokyo Medical and Dental University 2015,
Tokyo Metropolitan University 2005,
Tokyo Metropolitan University 2006,
Tokyo Metropolitan University 2007,
Tokyo Metropolitan University 2008,
Tokyo University of Agriculture and Technology 2005,
Tokyo University of Agriculture and Technology 2006,
Tokyo University of Agriculture and Technology 2007,
Tokyo University of Agriculture and Technology 2008,
Tokyo University of Agriculture and Technology 2009,
Tokyo University of Agriculture and Technology 2010,
Tokyo University of Science 2014,
Tongji University 2014,
Tongji University 2015,
Toulouse School of Economics 2015,
Trinity College Dublin 2005,
Trinity College Dublin 2006,
Trinity College Dublin 2007,
Trinity College Dublin 2008,
Trinity College Dublin 2009,
Trinity College Dublin 2010,
Trinity College Dublin 2011,
Trinity College Dublin 2012,
Trinity College Dublin 2014,
Trinity College Dublin 2015,
Tsinghua University 2005,
Tsinghua University 2006,
Tsinghua University 2007,
Tsinghua University 2008,
Tsinghua University 2009,
Tsinghua University 2010,
Tsinghua University 2011,
Tsinghua University 2012,
Tsinghua University 2014,
Tsinghua University 2015,
Tufts University 2006,
Tufts University 2007,
Tufts University 2008,
Tufts University 2009,
Tufts University 2010,
Tufts University 2011,
Tufts University 2012,
Tufts University 2014,
Tufts University 2015,
Tulane University 2005,
Tulane University 2006,
Tulane University 2007,
Tulane University 2008,
Tulane University 2009,
Tulane University 2010,
Tulane University 2011,
Tulane University 2014,
Tulane University 2015,
UNESP 2014,
UNESP 2015,
Umea University 2005,
Umea University 2006,
Umea University 2007,
Umea University 2008,
Umea University 2009,
Umea University 2010,
Umea University 2011,
Umea University 2012,
Umea University 2014,
Umea University 2015,
University College Cork 2005,
University College Cork 2006,
University College Cork 2007,
University College Cork 2008,
University College Cork 2009,
University College Cork 2010,
University College Cork 2011,
University College Cork 2014,
University College Cork 2015,
University College Dublin 2005,
University College Dublin 2006,
University College Dublin 2007,
University College Dublin 2008,
University College Dublin 2009,
University College Dublin 2010,
University College Dublin 2011,
University College Dublin 2014,
University College Dublin 2015,
University Libre Bruxelles 2005,
University Libre Bruxelles 2006,
University Libre Bruxelles 2007,
University Libre Bruxelles 2008,
University Libre Bruxelles 2009,
University Libre Bruxelles 2010,
University Libre Bruxelles 2011,
University Libre Bruxelles 2012,
University Libre Bruxelles 2014,
University Paris Diderot - Paris 7 2014,
University Paris Diderot - Paris 7 2015,
University at Albany (State University of New York) 2015,
"University at Buffalo, the State University of New York 2015",
University of Aberdeen 2005,
University of Aberdeen 2006,
University of Aberdeen 2007,
University of Aberdeen 2008,
University of Aberdeen 2009,
University of Aberdeen 2010,
University of Aberdeen 2011,
University of Aberdeen 2012,
University of Aberdeen 2014,
University of Aberdeen 2015,
University of Alabama at Birmingham 2015,
University of Alaska - Fairbanks 2005,
University of Alaska - Fairbanks 2006,
University of Alaska - Fairbanks 2007,
University of Alaska - Fairbanks 2008,
University of Alaska - Fairbanks 2009,
University of Alaska - Fairbanks 2010,
University of Alaska - Fairbanks 2011,
University of Alaska - Fairbanks 2014,
University of Alaska - Fairbanks 2015,
University of Alberta 2005,
University of Alberta 2006,
University of Alberta 2007,
University of Alberta 2008,
University of Alberta 2009,
University of Alberta 2010,
University of Alberta 2011,
University of Alberta 2012,
University of Alberta 2014,
University of Alberta 2015,
University of Amsterdam 2005,
University of Amsterdam 2006,
University of Amsterdam 2007,
University of Amsterdam 2008,
University of Amsterdam 2009,
University of Amsterdam 2010,
University of Amsterdam 2011,
University of Amsterdam 2012,
University of Amsterdam 2014,
University of Amsterdam 2015,
University of Antwerp 2005,
University of Antwerp 2006,
University of Antwerp 2007,
University of Antwerp 2008,
University of Antwerp 2009,
University of Antwerp 2010,
University of Antwerp 2011,
University of Antwerp 2012,
University of Antwerp 2014,
University of Antwerp 2015,
University of Arkansas at Fayetteville 2006,
University of Arkansas at Fayetteville 2007,
University of Arkansas at Fayetteville 2008,
University of Arkansas at Fayetteville 2009,
University of Arkansas at Fayetteville 2010,
University of Arkansas at Fayetteville 2011,
University of Arkansas at Fayetteville 2014,
University of Arkansas at Fayetteville 2015,
University of Arkansas at Little Rock 2006,
University of Arkansas at Little Rock 2010,
University of Arkansas at Little Rock 2014,
University of Arkansas at Little Rock 2015,
University of Auvergne 2014,
University of Auvergne 2015,
University of Barcelona 2005,
University of Barcelona 2006,
University of Barcelona 2007,
University of Barcelona 2008,
University of Barcelona 2009,
University of Barcelona 2010,
University of Barcelona 2011,
University of Barcelona 2012,
University of Barcelona 2014,
University of Barcelona 2015,
University of Bari 2005,
University of Bari 2006,
University of Bari 2008,
University of Bari 2009,
University of Bari 2010,
University of Bari 2011,
University of Bath 2005,
University of Bath 2006,
University of Bath 2007,
University of Bath 2008,
University of Bath 2009,
University of Bath 2010,
University of Bath 2011,
University of Bath 2014,
University of Bath 2015,
University of Bayreuth 2005,
University of Bayreuth 2006,
University of Bayreuth 2007,
University of Bayreuth 2008,
University of Bayreuth 2009,
University of Bayreuth 2010,
University of Bayreuth 2011,
University of Bayreuth 2014,
University of Bayreuth 2015,
University of Belgrade 2014,
University of Belgrade 2015,
University of Bergen 2005,
University of Bergen 2006,
University of Bergen 2007,
University of Bergen 2008,
University of Bergen 2009,
University of Bergen 2010,
University of Bergen 2011,
University of Bergen 2012,
University of Bergen 2014,
University of Bergen 2015,
University of Bern 2005,
University of Bern 2006,
University of Bern 2007,
University of Bern 2008,
University of Bern 2009,
University of Bern 2010,
University of Bern 2011,
University of Bern 2012,
University of Bern 2014,
University of Bern 2015,
University of Bielefeld 2005,
University of Bielefeld 2006,
University of Bielefeld 2007,
University of Bielefeld 2008,
University of Bielefeld 2009,
University of Bielefeld 2010,
University of Bielefeld 2011,
University of Birmingham 2011,
University of Birmingham 2012,
University of Birmingham 2014,
University of Birmingham 2015,
University of Bochum 2005,
University of Bochum 2006,
University of Bochum 2007,
University of Bochum 2008,
University of Bochum 2009,
University of Bochum 2010,
University of Bochum 2011,
University of Bochum 2012,
University of Bochum 2014,
University of Bochum 2015,
University of Bologna 2005,
University of Bologna 2006,
University of Bologna 2007,
University of Bologna 2008,
University of Bologna 2009,
University of Bologna 2010,
University of Bologna 2011,
University of Bologna 2012,
University of Bologna 2014,
University of Bologna 2015,
University of Bonn 2005,
University of Bonn 2006,
University of Bonn 2012,
University of Bordeaux 1 2005,
University of Bordeaux 1 2006,
University of Bordeaux 1 2007,
University of Bordeaux 1 2008,
University of Bordeaux 1 2009,
University of Bordeaux 1 2010,
University of Bordeaux 1 2011,
University of Bordeaux 2014,
University of Bordeaux 2015,
University of Bradford 2005,
University of Bradford 2006,
University of Bremen 2005,
University of Bremen 2006,
University of Bremen 2007,
University of Bremen 2008,
University of Bremen 2009,
University of Bremen 2010,
University of Bremen 2011,
University of Bremen 2014,
University of Bremen 2015,
University of Buenos Aires 2005,
University of Buenos Aires 2006,
University of Buenos Aires 2007,
University of Buenos Aires 2008,
University of Buenos Aires 2009,
University of Buenos Aires 2010,
University of Buenos Aires 2011,
University of Buenos Aires 2012,
University of Buenos Aires 2014,
University of Buenos Aires 2015,
University of Cagliari 2005,
University of Cagliari 2006,
University of Cagliari 2007,
University of Cagliari 2008,
University of Cagliari 2014,
University of Calcutta 2005,
"University of California, Riverside 2005",
"University of California, Riverside 2006",
"University of California, Riverside 2007",
"University of California, Riverside 2008",
"University of California, Riverside 2009",
"University of California, Riverside 2010",
"University of California, Riverside 2011",
"University of California, Riverside 2012",
"University of California, Riverside 2014",
"University of California, Riverside 2015",
"University of California, Santa Cruz 2005",
"University of California, Santa Cruz 2006",
"University of California, Santa Cruz 2007",
"University of California, Santa Cruz 2008",
"University of California, Santa Cruz 2009",
"University of California, Santa Cruz 2010",
"University of California, Santa Cruz 2011",
"University of California, Santa Cruz 2012",
University of Campinas 2014,
University of Campinas 2015,
University of Canterbury 2005,
University of Canterbury 2006,
University of Canterbury 2007,
University of Canterbury 2008,
University of Canterbury 2009,
University of Canterbury 2010,
University of Canterbury 2011,
University of Canterbury 2014,
University of Cape Town 2005,
University of Cape Town 2006,
University of Cape Town 2007,
University of Cape Town 2008,
University of Cape Town 2009,
University of Cape Town 2010,
University of Cape Town 2011,
University of Cape Town 2012,
University of Cape Town 2014,
University of Cape Town 2015,
University of Central Florida 2005,
University of Central Florida 2006,
University of Central Florida 2007,
University of Central Florida 2008,
University of Central Florida 2009,
University of Central Florida 2010,
University of Central Florida 2011,
University of Central Florida 2012,
University of Central Florida 2014,
University of Central Florida 2015,
University of Chile 2005,
University of Chile 2006,
University of Chile 2007,
University of Chile 2008,
University of Chile 2009,
University of Chile 2010,
University of Chile 2011,
University of Chile 2014,
University of Chile 2015,
University of Cincinnati 2005,
University of Cincinnati 2006,
University of Cincinnati 2007,
University of Cincinnati 2008,
University of Cincinnati 2009,
University of Cincinnati 2010,
University of Cincinnati 2011,
University of Cincinnati 2012,
University of Cincinnati 2014,
University of Cincinnati 2015,
University of Coimbra 2014,
University of Coimbra 2015,
University of Colorado Health Science Center 2005,
University of Colorado Health Science Center 2006,
University of Colorado Health Science Center 2007,
University of Colorado at Denver 2008,
University of Colorado at Denver 2009,
University of Colorado at Denver 2010,
University of Colorado at Denver 2011,
University of Colorado at Denver 2012,
University of Colorado at Denver 2014,
University of Colorado at Denver 2015,
University of Connecticut 2014,
University of Connecticut 2015,
University of Delaware 2005,
University of Delaware 2006,
University of Delaware 2007,
University of Delaware 2008,
University of Delaware 2009,
University of Delaware 2010,
University of Delaware 2011,
University of Delaware 2012,
University of Delaware 2014,
University of Delaware 2015,
University of Dortmund 2008,
University of Dortmund 2009,
University of Duesseldorf 2005,
University of Duesseldorf 2006,
University of Duesseldorf 2007,
University of Duesseldorf 2008,
University of Duesseldorf 2009,
University of Duesseldorf 2010,
University of Duesseldorf 2011,
University of Duesseldorf 2012,
University of Duesseldorf 2014,
University of Duesseldorf 2015,
University of Duisburg-Essen 2005,
University of Duisburg-Essen 2006,
University of Duisburg-Essen 2007,
University of Duisburg-Essen 2008,
University of Duisburg-Essen 2009,
University of Duisburg-Essen 2010,
University of Duisburg-Essen 2011,
University of Duisburg-Essen 2014,
University of Duisburg-Essen 2015,
University of Durham 2005,
University of Durham 2006,
University of Durham 2007,
University of Durham 2008,
University of Durham 2009,
University of Durham 2010,
University of Durham 2011,
University of Durham 2012,
University of East Anglia 2005,
University of East Anglia 2006,
University of East Anglia 2007,
University of East Anglia 2008,
University of East Anglia 2009,
University of East Anglia 2010,
University of East Anglia 2011,
University of East Anglia 2012,
University of East Anglia 2014,
University of East Anglia 2015,
University of Eastern Finland 2008,
University of Eastern Finland 2009,
University of Eastern Finland 2010,
University of Eastern Finland 2011,
University of Eastern Finland 2014,
University of Eastern Finland 2015,
University of Erlangen-Nuremberg 2005,
University of Erlangen-Nuremberg 2006,
University of Erlangen-Nuremberg 2007,
University of Erlangen-Nuremberg 2008,
University of Erlangen-Nuremberg 2009,
University of Erlangen-Nuremberg 2010,
University of Erlangen-Nuremberg 2011,
University of Erlangen-Nuremberg 2012,
University of Erlangen-Nuremberg 2014,
University of Erlangen-Nuremberg 2015,
University of Essex 2005,
University of Essex 2006,
University of Essex 2007,
University of Essex 2008,
University of Essex 2009,
University of Essex 2010,
University of Essex 2011,
University of Essex 2014,
University of Essex 2015,
University of Exeter 2005,
University of Exeter 2006,
University of Exeter 2007,
University of Exeter 2008,
University of Exeter 2009,
University of Exeter 2010,
University of Exeter 2011,
University of Exeter 2012,
University of Exeter 2014,
University of Exeter 2015,
University of Ferrara 2005,
University of Ferrara 2006,
University of Ferrara 2007,
University of Ferrara 2008,
University of Ferrara 2009,
University of Ferrara 2010,
University of Ferrara 2011,
University of Ferrara 2014,
University of Ferrara 2015,
University of Florence 2005,
University of Florence 2006,
University of Florence 2007,
University of Florence 2008,
University of Florence 2009,
University of Florence 2010,
University of Florence 2011,
University of Florence 2012,
University of Florence 2014,
University of Florence 2015,
University of Frankfurt 2005,
University of Frankfurt 2006,
University of Frankfurt 2007,
University of Frankfurt 2008,
University of Frankfurt 2009,
University of Frankfurt 2010,
University of Frankfurt 2012,
University of Frankfurt 2014,
University of Frankfurt 2015,
University of Freiburg 2009,
University of Freiburg 2010,
University of Freiburg 2011,
University of Freiburg 2014,
University of Freiburg 2015,
University of Fribourg 2005,
University of Fribourg 2006,
University of Fribourg 2007,
University of Fribourg 2008,
University of Fribourg 2009,
University of Geneva 2005,
University of Geneva 2006,
University of Geneva 2007,
University of Geneva 2008,
University of Geneva 2009,
University of Geneva 2010,
University of Genoa 2015,
University of Genova 2005,
University of Genova 2006,
University of Genova 2007,
University of Genova 2008,
University of Genova 2009,
University of Genova 2010,
University of Genova 2011,
University of Genova 2014,
University of Giessen 2005,
University of Giessen 2006,
University of Giessen 2007,
University of Giessen 2008,
University of Giessen 2009,
University of Giessen 2010,
University of Giessen 2011,
University of Giessen 2014,
University of Giessen 2015,
University of Goettingen 2012,
University of Goettingen 2014,
University of Goettingen 2015,
University of Gothenburg 2005,
University of Gothenburg 2006,
University of Gothenburg 2007,
University of Gothenburg 2008,
University of Gothenburg 2009,
University of Gothenburg 2010,
University of Gothenburg 2011,
University of Gothenburg 2012,
University of Gothenburg 2014,
University of Gothenburg 2015,
University of Granada 2005,
University of Granada 2006,
University of Granada 2007,
University of Granada 2008,
University of Granada 2009,
University of Granada 2010,
University of Granada 2011,
University of Granada 2014,
University of Granada 2015,
University of Graz 2005,
University of Graz 2006,
University of Graz 2007,
University of Graz 2008,
University of Graz 2009,
University of Graz 2010,
University of Graz 2011,
University of Graz 2014,
University of Graz 2015,
University of Greifswald 2005,
University of Greifswald 2006,
University of Greifswald 2007,
University of Greifswald 2008,
University of Greifswald 2009,
University of Greifswald 2010,
University of Greifswald 2011,
University of Groningen 2005,
University of Groningen 2006,
University of Groningen 2007,
University of Groningen 2008,
University of Groningen 2009,
University of Groningen 2010,
University of Groningen 2011,
University of Groningen 2012,
University of Guelph 2005,
University of Guelph 2006,
University of Guelph 2007,
University of Guelph 2008,
University of Guelph 2009,
University of Guelph 2010,
University of Guelph 2011,
University of Guelph 2012,
University of Guelph 2014,
University of Guelph 2015,
University of Haifa 2005,
University of Haifa 2006,
University of Haifa 2007,
University of Haifa 2009,
University of Haifa 2010,
University of Haifa 2011,
University of Halle-Wittenberg 2005,
University of Halle-Wittenberg 2006,
University of Halle-Wittenberg 2007,
University of Halle-Wittenberg 2008,
University of Halle-Wittenberg 2009,
University of Halle-Wittenberg 2010,
University of Halle-Wittenberg 2011,
University of Halle-Wittenberg 2014,
University of Halle-Wittenberg 2015,
University of Hamburg 2005,
University of Hamburg 2006,
University of Hamburg 2007,
University of Hamburg 2008,
University of Hamburg 2009,
University of Hamburg 2010,
University of Hamburg 2011,
University of Hamburg 2012,
University of Hamburg 2014,
University of Hamburg 2015,
University of Hannover 2007,
University of Hannover 2008,
University of Hannover 2009,
University of Hannover 2010,
University of Hannover 2011,
University of Hannover 2014,
University of Hannover 2015,
University of Hawaii at Manoa 2005,
University of Hawaii at Manoa 2006,
University of Hawaii at Manoa 2007,
University of Hawaii at Manoa 2008,
University of Hawaii at Manoa 2009,
University of Hawaii at Manoa 2010,
University of Hawaii at Manoa 2011,
University of Hawaii at Manoa 2012,
University of Hawaii at Manoa 2014,
University of Hawaii at Manoa 2015,
University of Hertfordshire 2008,
University of Hertfordshire 2009,
University of Houston 2005,
University of Houston 2006,
University of Houston 2007,
University of Houston 2008,
University of Houston 2009,
University of Houston 2010,
University of Houston 2011,
University of Houston 2012,
University of Houston 2014,
University of Houston 2015,
University of Idaho 2005,
University of Idaho 2006,
University of Idaho 2007,
University of Idaho 2008,
University of Illinois at Chicago 2005,
University of Illinois at Chicago 2006,
University of Illinois at Chicago 2007,
University of Illinois at Chicago 2008,
University of Illinois at Chicago 2009,
University of Illinois at Chicago 2010,
University of Illinois at Chicago 2011,
University of Illinois at Chicago 2012,
University of Illinois at Chicago 2014,
University of Illinois at Chicago 2015,
University of Innsbruck 2005,
University of Innsbruck 2006,
University of Innsbruck 2007,
University of Innsbruck 2008,
University of Innsbruck 2009,
University of Innsbruck 2010,
University of Innsbruck 2011,
University of Innsbruck 2012,
University of Innsbruck 2014,
University of Innsbruck 2015,
University of Iowa 2005,
University of Iowa 2008,
University of Iowa 2009,
University of Iowa 2010,
University of Iowa 2011,
University of Iowa 2012,
University of Iowa 2014,
University of Iowa 2015,
University of Jena 2005,
University of Jena 2006,
University of Jena 2007,
University of Jena 2008,
University of Jena 2009,
University of Jena 2010,
University of Jena 2011,
University of Jena 2014,
University of Jena 2015,
University of Jyvaskyla 2005,
University of Jyvaskyla 2006,
University of Jyvaskyla 2007,
University of Jyvaskyla 2008,
University of Jyvaskyla 2009,
University of Jyvaskyla 2010,
University of Jyvaskyla 2011,
University of Jyvaskyla 2015,
University of Kansas - Lawrence 2005,
University of Kansas - Lawrence 2006,
University of Kansas - Lawrence 2007,
University of Kansas - Lawrence 2008,
University of Kansas - Lawrence 2009,
University of Kansas - Lawrence 2010,
University of Kansas - Lawrence 2011,
University of Kansas - Lawrence 2012,
University of Kansas 2014,
University of Kansas 2015,
University of Kansas Medical Center 2007,
University of Kansas Medical Center 2008,
University of Kansas Medical Center 2009,
University of Kansas Medical Center 2010,
University of Karlsruhe 2005,
University of Karlsruhe 2006,
University of Karlsruhe 2007,
University of Karlsruhe 2008,
University of Karlsruhe 2009,
University of Karlsruhe 2010,
University of Kentucky 2005,
University of Kentucky 2006,
University of Kentucky 2007,
University of Kentucky 2008,
University of Kentucky 2009,
University of Kentucky 2010,
University of Kentucky 2011,
University of Kentucky 2012,
University of Kentucky 2014,
University of Kentucky 2015,
University of Kiel 2005,
University of Kiel 2006,
University of Kiel 2007,
University of Kiel 2008,
University of Kiel 2009,
University of Kiel 2010,
University of Kiel 2011,
University of Kiel 2012,
University of Kiel 2014,
University of Kiel 2015,
University of Koeln 2005,
University of Koeln 2006,
University of Koeln 2007,
University of Koeln 2008,
University of Koeln 2009,
University of Koeln 2010,
University of Koeln 2011,
University of Koeln 2012,
University of Koeln 2014,
University of Koeln 2015,
University of Konstanz 2005,
University of Konstanz 2006,
University of Konstanz 2007,
University of Konstanz 2008,
University of Konstanz 2009,
University of Konstanz 2010,
University of Konstanz 2011,
University of Konstanz 2014,
University of Konstanz 2015,
University of KwaZulu-Natal 2005,
University of KwaZulu-Natal 2006,
University of KwaZulu-Natal 2007,
University of KwaZulu-Natal 2008,
University of KwaZulu-Natal 2009,
University of KwaZulu-Natal 2010,
University of KwaZulu-Natal 2011,
University of KwaZulu-Natal 2014,
University of KwaZulu-Natal 2015,
University of Lausanne 2005,
University of Lausanne 2006,
University of Lausanne 2007,
University of Lausanne 2008,
University of Lausanne 2009,
University of Lausanne 2010,
University of Lausanne 2011,
University of Lausanne 2012,
University of Lausanne 2014,
University of Lausanne 2015,
University of Leeds 2005,
University of Leeds 2006,
University of Leeds 2007,
University of Leeds 2008,
University of Leeds 2009,
University of Leeds 2010,
University of Leeds 2011,
University of Leeds 2012,
University of Leeds 2014,
University of Leeds 2015,
University of Leicester 2005,
University of Leicester 2006,
University of Leicester 2007,
University of Leicester 2008,
University of Leicester 2009,
University of Leicester 2010,
University of Leicester 2011,
University of Leicester 2012,
University of Leicester 2014,
University of Leicester 2015,
University of Leipzig 2005,
University of Leipzig 2006,
University of Leipzig 2007,
University of Leipzig 2008,
University of Leipzig 2009,
University of Leipzig 2010,
University of Leipzig 2011,
University of Leipzig 2012,
University of Leipzig 2014,
University of Leipzig 2015,
University of Liege 2005,
University of Liege 2006,
University of Liege 2007,
University of Liege 2008,
University of Liege 2009,
University of Liege 2010,
University of Liege 2011,
University of Liege 2012,
University of Liege 2014,
University of Liege 2015,
University of Lille 1 2007,
University of Lille 1 2008,
University of Lille 1 2009,
University of Lisbon 2005,
University of Lisbon 2007,
University of Lisbon 2008,
University of Lisbon 2009,
University of Lisbon 2010,
University of Lisbon 2011,
University of Lisbon 2014,
University of Lisbon 2015,
University of Liverpool 2005,
University of Liverpool 2006,
University of Liverpool 2007,
University of Liverpool 2008,
University of Liverpool 2009,
University of Liverpool 2010,
University of Liverpool 2011,
University of Liverpool 2012,
University of Liverpool 2014,
University of Liverpool 2015,
University of Ljubljana 2007,
University of Ljubljana 2008,
University of Ljubljana 2009,
University of Ljubljana 2010,
University of Ljubljana 2011,
